Part,Item,Estereotipia,Morfologia,RToracion,RTrta,RTA,Lista,Oracion,Edad,Genero,Pais,Residencia,Educacion,NoBinario
102,2,1,o,1138,3395,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,18,3,e,2287,5142,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,16,2,e,1793,3760,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,11,3,x,3339,3972,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,6,3,o,1853,3101,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
102,10,2,x,2342,4258,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,45,mujer,Argentina,AMBA,universitario/posgrado,nada
103,53,3,x,3550,6171,mixto,B,Lxs plomerxs con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,50,1,x,5392,5999,mixto,B,Lxs alumnxs de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,54,3,x,10238,8402,mixto,B,Lxs bomberxs a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,56,1,e,4061,6068,mixto,B,Les hijes de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,65,3,o,3761,5925,masc.p,B,Los porteros de las escuelas conocen a todos los estudiantes y sus padres.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,51,2,x,3058,3877,mixto,B,Lxs enfermerxs tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,60,3,e,7694,6903,mixto,B,Les herreres con trayectoria fabrican las herramientas que usan para su oficio.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,62,1,o,7519,13567,mixto,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,61,1,o,5443,16528.5,mixto,B,Los ni&ntilde;os siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,57,2,e,7391,10956,mixto,B,Les ingenieres revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,55,1,e,4545,5647,mixto,B,Les abueles cumplen un rol central durante la crianza en sociedades modernas.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,66,3,o,3571,5313,masc.p,B,Los camioneros con experiencia manejan por la ruta durante toda la noche.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,52,2,x,8246,4879,mixto,B,Lxs cirujanxs cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,59,3,e,5138,5223,mixto,B,Les carpinteres de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,58,2,e,4648,4476,mixto,B,Les arquitectes realizan los planos para edificios en modernos programas inform&aacute;ticos.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,63,2,o,4228,16731,masc.p,B,Los cocineros siempre organizan los ingredientes sobre la mesada para cocinar.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,49,1,x,3849,9013,mixto,B,Lxs maestrxs usan recursos variados durante la alfabetizaci&oacute;n inicial.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
103,64,2,o,5525,14502,mixto,B,Los funcionarios organizan su tiempo en funci&oacute;n de las demandas presidenciales.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,108,3,o,6344,4920,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,111,2,x,4348,10082,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,113,3,x,4406,12170,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,110,1,x,6512,10475,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,100,2,e,37016,7371,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,107,3,o,18894,6581,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,101,3,e,6008,6843,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,102,3,e,9615,12170,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,112,2,x,5771,7133,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,114,3,x,3565,9537,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,98,1,e,5521,9309,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,109,1,x,4435,6586,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,105,2,o,9562,4870,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,99,2,e,4648,12871,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,104,1,o,7996,5421,masc.p,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,106,2,o,13213,4005,masc.p,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,97,1,e,3236,5380,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
104,103,1,o,4118,4883,masc.p,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,39,mujer,Argentina,noAMBA,universitario/posgrado,mucho
105,5,3,o,7182,6386,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,8,1,x,5296,8633,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,11,3,x,3055,5157,masc.p,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,3,2,o,2772,4507,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,9,2,x,3088,4994,masc.p,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,7,1,x,4406,7319,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,18,3,e,2864,8084,masc.p,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,10,2,x,3751,3505,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,16,2,e,4006,4903,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,13,1,e,2395,4413,masc.p,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,2,1,o,2853,4508,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,14,1,e,4052,5017,masc.p,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,17,3,e,4131,2460,masc.p,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,4,2,o,4625,4603,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,6,3,o,3533,6154,masc.p,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,15,2,e,4775,4175,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
105,12,3,x,2666,4254,masc.p,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,38,mujer,Argentina,AMBA,universitario/posgrado,nada
106,16,2,e,5099,6929,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,1,1,o,3137,4423,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,8,1,x,5860,6459,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,7,1,x,5920,4459,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,3,2,o,4896,5093,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,9,2,x,4202,5644,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,15,2,e,6332,5418,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,14,1,e,5281,5382,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,4,2,o,3394,7302,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,5,3,o,5352,3894,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,11,3,x,4421,6091,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,18,3,e,5209,4737,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,2,1,o,6773,5060,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,13,1,e,7047,6251,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,17,3,e,5149,3887,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,12,3,x,5943,6096,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,6,3,o,10607,8920,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
106,10,2,x,5149,4932,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,26,mujer,Argentina,AMBA,universitario/posgrado,mucho
107,100,2,e,6660,8024,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,98,1,e,6731,5462,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,108,3,o,18086,14619.5,mixto,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,109,1,x,4849,9952,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,107,3,o,6530,6757,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,111,2,x,9610,5095,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,103,1,o,7614,6866,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,101,3,e,9789,7847,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,113,3,x,5361,9515,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,112,2,x,9121,11231,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,114,3,x,7321,15494,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,104,1,o,11065,5769,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,102,3,e,6732,9771,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,99,2,e,7661,6872,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,106,2,o,16232,7463,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,97,1,e,16562,12092,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,110,1,x,7384,13761,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
107,105,2,o,9439,11267,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,72,mujer,Argentina,AMBA,universitario/posgrado,nada
108,2,1,o,2464,4789,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,6,3,o,3251,3029,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,11,3,x,1876,10366,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,5,3,o,2828,5805,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,14,1,e,2165,4145,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,16,2,e,2351,3332,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,7,1,x,1957,8021,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,9,2,x,1573,1965,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,1,1,o,1720,4094,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,17,3,e,4220,4728,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,18,3,e,4865,4210,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,13,1,e,1534,2977,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,33,mujer,Argentina,AMBA,universitario en curso,poco
108,10,2,x,1706,3179,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,33,mujer,Argentina,AMBA,universitario en curso,poco
